mid,name,name yomigana,artist,artist yomigana,music ascii,simplified chinese,original artist,aka1,aka2,aka3,aka4,aka5,aka6,aka7
1363,Cross Fire,kurosufaia,Hommarju vs RoughSketch,omaajubaasasurafusuketchi,crossfire hommasketch,,,月夜见尊|月读命,穿越火线,,,,,
1364,GODHEART,goddohaato,BlackY,burakkii,godheart blacky,,,天手力男神,神心,,,,,
1365,THE HEAVEN,zahebun,Juggernaut.,jagaanooto,theheaven juggernaut,,,素戋呜尊|须佐之男命,天堂,,,,,
1366,祝福の色彩は想い結ぶ君たち迄,shukufukunoshikisaihaomoimusubukimitachimade,Yu-dachi,yuudachi,syukufukuno yudachi,祝福之色赠予结缘之人,,弟橘媛|弟橘比卖命,,,,,,
1367,ULTRAVELOCITY,urutoraberoshiteii,はがね,hagane,ultravelocity hagane,,,三神器|八咫镜|天丛云剑|八尺琼勾玉,,,,,,
1368,Destiny,desuteinii,Yooh,yuu,destiny yooh,,,天照大神,命运,,,,,
1369,THE凸GENERATOR,zajienereetaa,cosMo＠暴走P,kosumoattobousoupii,thegenerator cosmo,,,,,,,,,
1370,翠雨の祷,suiunoinori,Cororo feat.Yuria Miyazono,kororofiicharinguyuria miyazono,suiunoinori cororo,翠雨之祷,,,,,,,,
1371,Sacrifice Escape: 不条理の模倣による感情と代償,sakurifaisuesukeepufujourinomohouniyorukanjoutodaishou,memex,memekkusu,sacrificeescape memex,SacrificeEscape:来自无理模仿的感情与代价,,,,,,,,
1372,clear:wings,kuriauingusu,かゆき,kayuki,clearwings kayuki,,,,,,,,,
1373,Atropa bella-donna,atoroopaberadonna,HOUJIROU,houjirou,atropabelladonna houjirou,,,,,,,,,
1374,Turn the story,taanzasutoorii,technoplanet feat. Kuroto Sion,tekunopuranettofiicharingukurotoshion,turnthestory technoplanet,,,,,,,,,
1375,Enigma II,enigumatsuu,とろまる,toromaru,enigmaii toromaru,,,,,,,,,
1376,FIRST：DREAMS,faasutodoriimusu,uma vs. モリモリあつし,yuumabaasasumorimoriatsushi,firstdreams umamorimori,,,,,,,,,
1377,JǛPITΨR ♃ GЯÃVITÝ,jupitaaguraviteii,YumAeL ex. 溝口ゆうま,yumaeru ikushiidomizonokuchiyuuma,jupitergravity mizonokuchi,,,,,,,,,
1378,empty,enputei,Λerdammt,feadamuto,empty verdammt,,,,,,,,,
1379,Call of the World,kooruobuzawaarudo,お月さま交響曲,otsukisamakoukyoukyoku,calloftheworlds otukisama,,,,,,,,,
1380,Barbatos,barubatosu,Crawk × Capchii,kurookubaasasukapuchii,barbatos crawkcapchii,,,,,,,,,
1381,ЯegreT of MemoRy,rigurettoobumemorii,からとP vs タケノコ少年,karatopiibaasasutakenokoshounen,regretofmemory karatop,,,,,,,,,
1382,Xicholauncher,saikoranchaa,隣の庭は青い(庭師+Aoi),tonarinoniwahaaoiniwashipurasuaoi,xicholauncher tonarinoniwa,,,,,,,,,
1383,Aurolla,oorora,MisoilePunch♪,misoirupanchi,aurolla misoilepunch,,,,,,,,,
1384,Jacob’s Elevator,yakobuerebeetaa,まろん (IOSYS),maron,jacobselevator maron,,,,,,,,,
1385,SociuS,sokiusu,Ellim Gnirps vs よみぃ,erimuguniipusubaasasuyomii,companero ellimgnirps,,,,,,,,,
1386,Glorious Journey,guroriasujaanii,古屋直雪,furuyanaoyuki,gloriousjourney furuya,,,,,,,,,
1387,Hi-Fi!!双子'S,haifaitsuinzu,technoplanet feat. ＯＲＩ姫 & やみん,tekunopuranettofiicharinguorihimeandoyamin,hifitwins technoplanet,,,,,,,,,
1388,Sharkbait,shaakubeito,ryhki,ryuuki,sharkbait ryhki,,,,,,,,,
1389,び,bi,立秋 feat.ちょこ,risshuufiitochoko,bi risshu,,,傻bi|傻び,bbbbbbbb,纵连曲,,,,
1390,エンゲージ〆ント,engeejimento,Croire,kurowaaru,engagement croire,,,,,,,,,
1391,120秒のエンドロール,hyakunijuubyounoendorooru,colorless（からとP feat.脱線ぐーぅ）,karaaresukaratopiifiicharingudassenguuu,120byouno karatop,120秒的落幕,,,,,,,,
1392,Cynical Joker,shinikarujookaa,brz1128,buriizu,cynicaljoker brz1128,,,,,,,,,
1393,無魎大数,muryoutaisuu,cosMo＠暴走P,kosumoattobousoupii,muryoutaisu cosmo,无魉大数,,,,,,,,
1394,アオアラシ,aoarashi,やどりぎ,yadorigi,aoarashi yadorigi,,,,,,,,,
1395,港町レディ,minatomachiredi,フーリンキャットマーク,fuurinkyattomaaku,minatomachilady fuhringcatmark,港町女子,,,,,,,,
1396,ツマミ戦隊 タテレンジャー,tsumamisentaitaterenjaa,ツマミ戦隊 タテレンジャー,tsumamisentaitaterenjaa,tateranger tateranger,旋钮战队纵连者,,,,,,,,
1397,Vividly Impromptu,bibiddoriiinpuronpuchu,BlackY,burakkii,vividlyimpromptu blacky,,,,,,,,,
1398,VIVID DEBUT!,bibiddodebyuu,#EmoCosine,emokosain,vividdebut emocosine,,,,,,,,,
1399,Mischievous theater,misuchivasushiataa,黒魔,kuroma,mischievoustheater kuroma,,,,,,,,,
1400,PARTY TIME!,paateiitaimu,RoughSketch & Hommarju,rafusuketchiandoomaaju,partytime hommasketch,,,,,,,,,
1401,近未来百鬼夜行譚～死返之巻～,kinmiraihyakkiyakoutanshikaeshinomaki,近未来妖怪活劇をかぼちゃが謡う！　いざ！,kinmiraiyoukaikatsugekiwokabochagautauiza,kinmiraihyakkiyakou kabocha,近未来百鬼夜行谭 ~死返之卷~,,,,,,,,
1402,Tribal Trial,toraibarutoraiaru,Yooh,yuu,tribaltrial yooh,,,,,,,,,
1403,ultra turbo,urutorataabo,kamome sano,kamomesano,ultraturbo kamome,,,,,,,,,
1404,Sunflower Vibes,sanfurawaa vaibusu,Dustvoxx,dasutovokkusu,sunflowervibes dustvoxx,,,,,,,,,
1405,Chocolate Parade,chokoreetopareedo,Freezer feat.妃苺,furiizaafiitokiichigo,chocolateparade freezer,,,,,,,,,
1406,CLOUDS FLYER -sdvx edit-,kurauzufuraiyaasaundoborutekkusueditto,ginkiha,ginkiha,cloudsflyer ginkiha,,,,,,,,,
1407,eighth-slave,eisusureibu,Yu_Asahina,yuuasahina,eighthslave yuasahina,,,,,,,,,
1408,シープドリーミン,shiipudoriimin,テヅカ feat. 大西あみみ,tezukafiicharinguoonishiamimi,sheepdreamin teduka,,,,,,,,,
1409,Adrenaline Rush,adorenarinrasshu,siqlo,saikuro,adrenalinerush siqlo,,,,,,,,,
1410,Enchanté,anshante,winddrums,uindodoramusu,enchante winddrums,,,,,,,,,
1411,アライヴ,araivu,あらいぐまファクトリー feat. okogeeechann,araigumafakutoriifiicharinguokogechan,alive araigumafactory,,,,,,,,,
1412,Pixelated Platform,pikusereeteddopurattofoomu,pan,pan,pixelatedplatform pan,,,,,,,,,
1413,D1g1t1ze b0dy,dejitaizubodi,シルクパラソル（yoa＆かゆき） feat. まめこ,shirukuparasoruyoaandokayukifiicharingumameko,d1g1t1zeb0dy silkparasol,,,digitize body,,,,,,
1414,Circulator,saakyureetaa,Reaper,riipaa,circulator reaper,,,,,,,,,
1415,V Sen5eS,faibusenshizu,MasKaleido VS 709sec.,masukareido baasasu nanamarukyuusekku,vsen5es maskaleido,,,v senses,,,,,,
1416,Bye or not,baioanotto,PSYQUI feat. mikanzil,saikifiicharingumikanjiru,byeornot psyqui,,,,,,,,,
1417,祭囃子,matsuribayashi,709sec. feat.Yui Chinen,nanamarukyuusekkufiicharinguyuichinen,matsuribayashi 709sec,,,,,,,,,
1418,偶然？ 必然？ アンビバレンス！,guuzenhitsuzen'anbibarensu,諸星なな feat.加藤はるか&YKI,moroboshinanafiicharingukatouharukaandowaikeeai,guzenhitsuzenambivalence moroboshinana,,,,,,,,,
1419,To:BrandNewDeadline,burandonyuudeddorain,せいぎのあおぢる,seiginoaojiru,tobrandnewdeadline seiginoaojiru,,,,,,,,,
1420,Into The Madness,intouzamaddonesu,Yuta Imai,yuutaimai,intothemadness yutaimai,,,,,,,,,
1421,PIZZATIME,pittsuataimu,Tsubusare BOZZ,tsubusarebozzu,pizzatime tsubusarebozz,,,,,,,,,
1422,Believe (y)our Wings {V:IVID RAYS},biriibuauaauingusuvividdoreizu,RASIS COLORS（かめりあ ft. 紫崎 雪、ぁゅ、かぼちゃ、Kuroa*、SOPHY、みかん汁、みゅい）,reishisukaraazu,rasistheme kameria,,,,,,,,,
1423,Believe (y)our Wings {GRA5P WAVES},biriibuauaauingusugurasupuueivusu,GRACE COLORS（かめりあ ft. 紫崎 雪、藍月なくる、荒巻、ＯＲＩ姫、かなたん、駄々子、はるの、ななひら）,gureisukaraazu,gracetheme kameria,,,,,,,,,
1424,スイーツはとまらない♪,suiitsuhatomaranai,日向美ビタースイーツ♪,hinatabibitaasuiitsu,sweetswatomaranai hinatabi,,,,,,,,,
1425,熱情のサパデアード,netsujounosapadeaado,日向美ビタースイーツ♪,hinatabibitaasuiitsu,netsujouhosapa hinatabi,热情的木屐舞,,,,,,,,
1426,革命パッショネイト,kakumeipasshoneito,日向美ビタースイーツ♪,hinatabibitaasuiitsu,kakumeipassio hinatabi,革命的激昂,,,,,,,,
1427,ヒカリユリイカ,hikariyuriika,ここなつ,kokonatsu,hikariyuriika kokonatsu,,,,,,,,,
1428,ベビーステップ,bebiisuteppu,ここなつ,kokonatsu,babystep kokonatsu,,,,,,,,,
1429,50th Memorial Songs -Beginning Story-,fifuteiisumemoriarusongusubiginingusutoorii,BEMANI Sound Team,biimanisaundochiimu,memorialbeginning koezuka,,,,,,,,,
1430,50th Memorial Songs -二人の時 ～under the cherry blossoms～-,fifuteiisumemoriarusongusufutarinotokiandaazacheriiburossamusu,BEMANI Sound Team,biimanisaundochiimu,memorialtokimemo djtaka,,,,,,,,,
1431,50th Memorial Songs -Flagship medley-,fifuteiisumemoriarusongusufuragushippumedoree,BEMANI Sound Team,biimanisaundochiimu,memorialflagship gekireco,,,,,,,,,
1432,50th Memorial Songs -The BEMANI History-,fifuteiisumemoriarusongusuzabiimanihisutorii,BEMANI Sound Team,biimanisaundochiimu,memorialbemani djtotto,,,,,,,,,
1433,ねこみみ(=ФωФ=)ぱんでみみっく,nekomimipandemimikku,ねこみりん feat.小宮真央,nekomirinfiicharingukomiyamao,nekopan nekomirin,砰的模仿猫耳,,,,,,,,
1434,タイムトラベル,taimutoraberu,モリモリあつし,morimoriatsushi,timetravel morimoriatsushi,,,,,,,,,
1435,Believe In Yourself,biriibuinyuaserufu,kors k,koosuke,believeinyourself korsk,,,You've got a message from kors k,,,,,,
1436,OZONE,ozon,"BEMANI Sound Team ""Sota Fujimori""",soutafujimori,ozone sotafujimori,,,,,,,,,
1437,Dogeza Stairs,dogezasuteaazu,ビートまりお（COOL&CREATE）,biitomario,dogezastairs beatmario,,,土下座,,,,,,
1438,おーとめーしょんぱらだいす,ootomeeshonparadaisuniizeroichikyuueipurirumikkusu,-,-,automation paradise 2019apr,,,,,,,,,
1439,諏訪大信仰,suwadaishinkou,ビートまりお＋あまね（COOL&CREATE）,biitomariopurasuamane,suwadaishinkou beatmario,诹访大信仰,,,,,,,,
1440,ΩBIRD,omegabaado,SOUND HOLIC feat. Nana Takahashi,saundohorikkufiicharingunanatakahashi,omegabird soundholic,,,,,,,,,
1441,悪戯センセーション,itazurasenseeshon,森羅万象,shinrabanshou,itazurasensation sinrabansyou,恶作剧的直觉,,恶戏,,,,,,
1442,Get over!!,gettooobaa,猫大樹,nekohiroki,getover nekohiroki,,,,,,,,,
1443,Little Big Princess(DJ katsu EDIT),ritorubikkupurinsudiijieekatsueditto,DiGiTAL WiNG with 空音,dejitaruuingufiicharingusorane,littlebigprincess digitalwing,,,,,,,,,
1444,Sweetest Paranoia,suuiitesutoparanoia,Amateras Records feat.築山さえ×抹(魂音泉),amaterasurekoozufiicharingutsukiyamasaematsu,sweetestparanoia amateras,,,,,,,,,
1445,DESIRE,dezaia,溝口ゆうま feat. 大瀬良あい,mizonokuchiyuumafiicharinguooseraai,desire mizonokuchi,,,,,,,,,
1446,太陽曰く燃えよカオス（Sol oscuro 鬮Nya! Mix）,taiyouiwakumoeyokaosusoruosukuronyamikkusu,"Remixed by BEMANI Sound Team ""U1-ASAMi"" feat.ななひら",yuuichiasamifiicharingunanahira,taiyouiwaku u1,太阳说燃烧吧混沌,,潜行吧！奈亚子,,,,,,
1447,Princess Rose（Sunshine Mix）,purinsesuroozusanshainmikkusu,"Remixed by BEMANI Sound Team ""Sota Fujimori"" feat.ななひら",soutafujimorifiicharingunanahira,princessrose sota,,,童话枪手小红帽,,,,,,
1448,One In A Billion（Hedonist Remix）,wan'in'abirionhiidonisutorimikkusu,Remixed by Hedonist feat.Kuroa*,hiidonisutofiicharingukuroa,oneinabillion hedonist,,,异世界食堂,,,,,,
1449,ゆりゆららららゆるゆり大事件（yuzen remix）,yuriyurarararayuruyuridaijikenyuuzenrimikkusu,Remixed by yuzen feat.ななひら,yuuzenfiicharingunanahira,yuriyurararara yuzen,百合摇摇摇摇摇摇曳百合大事件,,摇曳百合,,,,,,
1450,ユニバーページ（i-world Mix）,yunibaapeejiaiwaarudomikkusu,"Remixed by BEMANI Sound Team ""Yvya"" feat. かなたん",yuuyafiicharingukanatan,univerpage yvya,,,萌萌侵略者,,,,,,
1451,かくしん的☆めたまるふぉ～ぜっ！（crabMixx）,kakushintekimetamarufoozekurabumikkusu,土間うまる（CV.田中あいみ） Remixed by いぬ,domaumarushiibuitanakaaimirimikkusudobaiinu,kakushinteki inu,革新性的小埋变身,,干物妹小埋,,,,,,
1452,鏡面の波（ramble mix）,kyoumennonamiranburumikkusu,"YURiKA Remixed by BEMANI Sound Team ""DJ TOTTO""",yurikarimikkusudobaidiijieitotto,kyoumennonami djtotto,镜面之波,,宝石之国,,,,,,
1453,"動く、動く（""A&M Chillin' "" Electro Remix）",ugokuugokueeandoemuchirin'erekutororimikkusu,Remixed by かめりあ feat.響木アオ＆虹乃まほろ,kameriafiicharinguhibikiaoandonijinomahoro,ugokuugoku kameria,移动，移动,,少女终末旅行,,,,,,
1454,SAKURAスキップ（ハピネス mix）,sakurasukippuhapinesumikkusu,"Remixed by BEMANI Sound Team ""D.J.KOBINATA"" feat.momoca",diijieikobinatafiicharingumomoka,sakuraskip kobinata,,,NEW GAME!,,,,,,
1455,回レ！雪月花 (Heart's Cry Remix),mawaresetsugetsukahaatsukurairimikkusu,Remixed by Heart's Cry,haatsukurai,mawaresetsugekka heartscry,旋转吧！雪月花|回转雪月花,,机巧少女不会受伤,,,,,,
1456,STYX HELIX（Digi-Rock Remix）,suteyukusuherikkusudejirokkurimikkusu,"Remixed by BEMANI Sound Team ""RealRemixer0123"" feat.かなたん",riarurimikisaazeroichiniisanfiicharingukanatan,styxhelix realremixer0123,,,re:从零开始的异世界生活,,,,,,
1457,ふ・れ・ん・ど・し・た・い（WEREHEREMIX),furendoshitaiuiahiamikkusu,Remixed by ボルテ学園生活部,borutegakuenseikatsubu,friendshitai voltegakuen,想要成为好朋友,,学园孤岛,,,,,,
1458,Daydream café (Euro Hopping Mix),deidoriimukafeyuurohoppingumikkusu,"Remixed by BEMANI Sound Team ""TAG"" feat. ななひら",tagufiicharingunanahira,daydreamcafe tag,,,请问您今天要来点兔子吗？,,,,,,
1459,LECTORIA,rekutoria,Cranky,kurankii,lectoria cranky,,,,,,,,,
1460,mqlo,mukuro,C-Show,shishou,mqlo cshow,,,,,,,,,
1461,Aerial Fortress,eariarufootoresu,xi,sai,aerialfortress xi,,,,,,,,,
1462,ΣgØ,ego,かぼちゃ,kabocha,ego kabocha,,,暗御津羽神,,,,,,
1463,星の透る夏空に願う,hoshinotoorunatsuzoraninegau,Yu-dachi,yuudachi,hoshinotooru yudachi,,,大国主神|因幡之白兔,,,,,,
1464,Lancelot ～Flame of the Rebellion～,ransurottofureimuobuzariberion,ぺのれり,penoreri,lancelot penoreri,,,天之御影命|一目连神,,,,,,
1465,ΩVERFLOW,oobaafurou,BlackY,burakkii,overflow blacky,,,摩利支天,溢出,,,,,
1466,Sudden Visitor,sadonbijitaa,黒魔,kuroma,suddenvisitor kuroma,,,丰玉姬,,,,,,
1467,Ghost Family Living In Graveyard,goosutofamiriiribinguingureivuyaado,RoughSketch,rafusuketchi,ghostfamilyliving roughsketch,,,天钿女命,鬼家,,,,,
1468,petits fours,puteifuuru,kamome sano,kamomesano,petitsfours kamome,,,田道间守命,花色小蛋糕,,,,,
1469,ロキ,roki,みきとP,mikitopii,roki mikitop,,,口丰,,,,,,
,,,,,,,,,,,,,,
1471,*ハロー、プラネット。,haroopuranetto,sasakure.UK,sasakureyuukee,helloplanet sasakure,,,,,,,,,
1472,MARENOL,meanooru,LeaF,riifu,marenol leaf,,,,,,,,,
1473,Quark,kuooku,Hate vs Brilliance,heitobaasasubuririansu,quark hate,,,,,,,,,
1474,Black Lotus,burakkurootasu,wa.,wa,blacklotus wa,,,黑莲,,,,,,
1475,Nhelv,nerufu,Silentroom,sairentoruumu,nhelv silentroom,,,神经,,,,,,
1476,AXION,akushion,削除,sakujo,axion sakujo,,,,,,,,,
1477,Destined Marionette,disuteindo marionetto,ビートまりお（COOL&CREATE）,biitomario,destined beatmario,,,,,,,,,
1478,Sakura Fubuki,sakurafubuki,Street,sutoriito,sakurafubuki street,,,樱吹雪,,,,,,
,,,,,,,,,,,,,,
1480,L9,erukyuu,paraoka,paraoka,l9 paraoka,,,,,,,,,
1481,ミッドナイト☆WAR,middonaitouoo,いちか,ichika,midnightwar ichika,,,,,,,,,
1482,Trill auf G,toriruaufugee,"BEMANI Sound Team ""dj TAKA""",diijieitaka,trillaufg djtaka,,,G弦咏叹调,,,,,,
1483,voltississimo,boruteisshisshimo,"BEMANI Sound Team ""PHQUASE""",fukase,voltississimo phquase,,,特强,,,,,,
1484,toy boxer,toibokusaa,"BEMANI Sound Team ""S-C-U & SYUNN""",shotchooandoshun,toyboxer scusyunn,,,,,,,,,
1485,最小三倍完全数,saishousanbaikanzensuu,DJ TECHNORCH,diijieitekunouchi,saishousanbai djtechnorch,,,,,,,,,
1486,Six String Proof,shikkususutoringupuruufu,"BEMANI Sound Team ""Yvya × Mutsuhiko Izumi""",yuuyakakerumutsuhikoizumi,sixstringproof yvyaizumi,,,,,,,,,
1487,おーまい！らぶりー！すうぃーてぃ！だーりん！,oomairaburiisuuiiteidaarin,"BEMANI Sound Team ""PON"" feat.NU-KO",ponfiicharingunuuko,ohmylovely ponnuko,Oh my! Lovely! Sweety! Darling!,,,,,,,,
1488,Afterimage d'automne,afutaaimeeji dotonnu,"BEMANI Sound Team ""猫叉劇団""",nekomatagekidan,afterimagedautomne nekomatagekidan,,,,,,,,,
1489,BLACK JACKAL,burakkujakkaru,Akira Complex,akirakonpurekkusu,blackjackal akiracomplex,,,,,,,,,
1490,MAX BURNING!! (FOR INFINITE EXTENDED VERSION),makkusubaaningu,BLACKY,burakkii,max burning blacky,,,大烧,フカセを绝对に许さない|绝对饶不了PHQUASE,,,,,
1491,Zusammenbruch of Gott,gotto,Hommarju,omaaju,gott hommarju,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1495,"* Erm, could it be a Spatiotemporal ShockWAVE Syndrome...?",eamukuddoittobiiasupeishotenporarushokkuueivushindoroomu,かめりあ,kameria,echibasss kameria,,,祸津日神,土蜘蛛,,,,,
1496,OUTERHEΛVEN,autaahebun,Juggernaut.,jagaanooto,outerheaven juggernaut,,,稻名田比买|奇稻田姬,外天堂,,,,,
1497,Pulsar,parusaa,はがね,hagane,pulsar hagane,,,天津瓮星,,,,,,
1498,θコトノハθカプセルθ,kotonohakapuseru,cosMo＠暴走P,kosumoattobousoupii,kotonohacapsule cosmo,,,日本武尊,,,,,,
1499,Butterfly Twist,batafuraitsuisuto,Yooh,yuu,butterflytwist yooh,,,常世神,,,,,,
1500,pique,pike,星野音楽工房,hoshinoongakukoubou,pique hoshinoongakukoubou,,,宇迦之御魂神|稻荷神,,,,,,
1501,Teufel,toiferu,Hommarju,omaaju,teufel hommarju,,,伊邪纳岐|伊邪那美,,,,,,
1502,Übertreffen,yuubaatoreffen,TAKA respect for J.S.B.,takarisupekutofoojieeesubii,ubertreffen taka,,,琉特琴组曲,,,,,,
1503,蛇神,kagachi,Zektbach,zekutobahha,kagachi zektbach,,,,,,,,,
1504,Harmonia,harumonia,ATSUMI UEDA,atsumiueda,harmonia atsumiueda,,,,,,,,,
1505,ランカーキラーガール,rankaakiraagaaru,中島由貴 × いちか,nakashimayukikakeruichika,rankerkillergirl pon,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1509,VIVIDWAVERS,bibiddoueibaazu,SDVX SOUND UNION,saundoborutekkususaundoyunion,vividwavers sdvxsoundunion,,,五代主题曲,,,,,,
1510,ABSOLUTE (EUROBEAT REMIX),abusoryuutoyuurobiitorimikkusu,Tracy vs. Yu_Asahina,toreeshiivaasasuyuuasahina,absolutermx tracy yuasahina,,dj TAKA,,,,,,,
1511,ABSOLUTE (saminun mix),abusoryuutosaminunmikkusu,あさり(saminun),asari,absolutermx asari,,dj TAKA,,,,,,,
1512,ABSOLUTE(ismK passionate remix),abusoryuutoizumikeipasshoneitorimikkusu,ismK,izumikei,absolutermx ismk,,dj TAKA,,,,,,,
1513,Blue Forest(NightBounce Remix),buruuforesutonaitobaunsurimikkusu,kanone,kanone,blueforestrmx kanone,,Mutsuhiko Izumi|泉陆奥彦,,,,,,,
1514,Blue Forest (Prog Keys Remix),buruuforesutopurogukiizurimikkusu,とろまる,toromaru,blueforestrmx toromaru,,Mutsuhiko Izumi|泉陆奥彦,,,,,,,
1515,#EmoCloche,emokurosshu,#EmoCosine,emokosain,clochermx emocosine,,Qrispy Joybox,,,,,,,
1516,cloche(といぼっくすうぃんぐ　みっくす),kuroshietoibokkusuuingumikkusu,coTatsu,kotatsu,clochermx cotatsu,,Qrispy Joybox,,,,,,,
1517,EGOISM 440 (Ange;art remix),egoizumufoofooteiianjieaatorimikkusu,Ange;art,anjieaato,egoismrmx angeart,,U1 High-Speed,,,,,,,
1518,EGOISM -Rebuild-,egoizumuribirudo,HAMA topground,hamatoppuguraundo,egoismrmx hamatopground,,U1 High-Speed,,,,,,,
1519,Elemental Creation (kamome sano Remix),erementarukurieishonkamomesanorimikkusu,kamome sano,kamomesano,elecrermx kamomesano,,dj TAKA meets DJ YOSHITAKA,元素创造,少打音游多读书,,,,,
1520,Elemental Creation -xiRemix-,erementarukurieishonsairimikkusu,xi,sai,elecrermx xi,,dj TAKA meets DJ YOSHITAKA,元素创造,少打音游多读书,,,,,
1521,Re：Elemental Creation,riierementarukurieishon,uma meets モリモリあつし,yuumamiitsumorimoriatsushi,elecrermx uma morimori,,dj TAKA meets DJ YOSHITAKA,元素创造,少打音游多读书,,,,,
1522,EMERALDAS (Yuta Imai Remix),emerarudasuyuutaimaimikkusu,Yuta Imai,yuutaimai,emeraldasrmx yutaimai,,HuΣeR vs dj Hellix,绿宝石|翡翠|祖母绿,恶魔拉大屎,,,,,
1523,Impress (bansou Remix),inpuresubansourimikkusu,bansou,bansou,impressrmx bansou,,SYUNN,,,,,,,
1524,Impress(siqlo's Hi-Tech Veats),inpuresusaikurozuhaitekkubiitsu,siqlo,saikuro,impressrmx siqlo,,SYUNN,,,,,,,
1525,Macuilxochitl (Latin Jazz Mix),makuirushochitoruratenjazumikkusu,technoplanet,tekunopuranetto,macuilrmx technoplanet,,TOMOSUKE,,,,,,,
1526,Mynarco(Nagomu 2Step Remix),mainarukonagomutsuusuteppu rimikkusu,Akizuki Nagomu feat. fu-ko,akizuki nagomu fuyuucharingu fuuko,mynarcormx akizukinagomu,,positive MAD-crew,,,,,,,
1527,nostos -ark remix-,nosutosuaakurimikkusu,Se-U-Ra + しーけー,seyuurapurasushiikee,nostosrmx ck seura,,Setaria Virtuoso,,,,,,,
1528,onslaught -Retaliation of Bahamūt-,onsurootoritarieishon'obubahamuuto,かめりあ,kameria,onslaughtrmx kameria,,PHQUASE,巴哈姆特绝境战,,,,,,
1529,POSSESSION(Gowrock Remix),pozesshongaurokkurimikkusu,Gowrock,gaurokku,posessionrmx gowrock,,TAG,,,,,,,
1530,POSSESSION (Aoi Q.E.D. RMX),pozesshon'aoikyuuiidiirimikkusu,Aoi,aoi,posessionrmx aoi,,TAG,,,,,,,
1531,Scars of FAUNA(ろひ Remix),sukaazuobufaunarohirimikkusu,ろひ,rohi,scarsoffaunarmx rohi,,猫叉Master,土神,,,,,,
1532,SHION (ロースピード幻想チューン Remix),shionroosupiidogensouchuunrimikkusu,HOUJIROU feat. 駄々子,houjiroufiicharingudadako,shionrmx houjirou,,DJ YOSHITAKA,,,,,,,
1533,SHION -sublimation mix-,shionsaburimeishonmikkusu,BlackY feat. Risa Yuzuki,burakkiifiicharingurisayuzuki,shionrmx blacky,,DJ YOSHITAKA,,,,,,,
1534,DEEP PSYCHEDELIC STRIKER,diipusaikederikkusutoraikaa,影虎。,kagetora,deepstrikerrnx kagetora,,L.E.D.-G,,,,,,,
1535,ばらんが!!!!,baranga,かめりあ feat. ななひら,kameriafiicharingunanahira,valangarmx kameria,,DJ TOTTO,比了比,,,,,,
1536,Valanga(polysha Remix),varanga porisharimikkusu,polysha,porisha,valangarmx polysha,,DJ TOTTO,,,,,,,
1537,ナスカの丘 (Hi-NRG Remix),nasukanookahaienajiirimikkusu,Hyuji feat. LIQU@。& TadashiYamamoto,hyuujifiicharingurikuattoandotadashiyamamoto,nascarmx hyuji,斯卡纳的山丘,劇団レコード feat. Sana,,,,,,,
1538,ナナホシ(lovely bubbly party mix!),nanahoshiraburiibaburiipaateiimikkusu,naka3,nakasan,nanahoshirmx nakasan,,S-C-U,,,,,,,
1539,ナナホシのうた,nanahoshinouta,Retropolitaliens(Ms.+駄々子),retoroporitarianzumizupurasudadako,nanahoshirmx retropolitaliens,,S-C-U,,,,,,,
1540,MilK,miruku,モリモリあつし,morimoriatsushi,milk morimoriatsushi,,,牛奶,,,,,,
1541,ULTRA B+K,urutorabiikee,nora2r,noratsuuaaru,ultrabk nora2r,,,,,,,,,
1542,ANGER of the GOD,angaaobuzagoddo,BlackY,burakkii,angerofthegod blacky,,,神怒,,,,,,
1543,ハレ トキドキ メランコリック,haretokidokimerankorikku,ここなつ,kokonatsu,haretokidoki kokonatsu,,,,,,,,,
1544,Finally Dive -kors k Remix-,fainariidaibukoosukerimikkusu,ここなつ,kokonatsu,finallydivekorsk kokoknatsu,,lapix,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1547,ENDYMION,endimion,fallen shepherd ft. RabbiTon Strings,foorinshiefaadofiitorabitonsutoringusu,endymion fallenshepherd,,,埃德蒙,,,,,,
1548,Xroniàl Xéro,kuroniaruzero,"かめりあ as ""menaXe inXonnu""",kameriaazumenaseinsonnu,xronialxero kameria,,,,,,,,,
1549,トーキョーサマーナイト,tookyoosamaanaito,みーに,miini,tokyosummernight miini,,,,,,,,,
1550,トマヨイ,tomayoi,Spacelectro feat.椎木レク,supeesurekutorofiicharingushiikireku,tomayoi spacelectro,,,,,,,,,
1551,PSYCHO+HEROES,saikohiiroozu,かめりあ,kameria,psychoheroes kameria,,,,,,,,,
1552,DO-IT-AMA-SITE!!!,doitamashite,MYUKKE.,myukke,doitamasite myukke,,,,,,,,,
1553,夢見草奇譚,yumemigusakitan,Paradise Eve feat.しゃみお,paradaisuivu fiicharingushamio,yumemigusakitan paradiseeve,梦见草奇谭,,,,,,,,
1554,Over The Top,oovaazatoppu,Ashrount,ashuraunto,overthetop ashrount,,,,,,,,,
1555,Ichi-Go! DX Pancake!,ichigoderakkusupankeeki,梅干茶漬け,umeboshichazuke,ichigodx umeboshi,,,福瑞,,,,,,
